0.0	7.0	-2.45	2.26
0.0	9.0	1.16	-8.54
10.0	7.0	-2.43	2.46
10.0	9.0	1.18	-9.17
20.0	7.0	-2.43	2.59
30.0	7.0	-2.38	2.82
40.0	7.0	-2.41	3.35
50.0	7.0	-2.41	3.76
140.0	11.0	0.4	2.98
150.0	11.0	0.34	2.2
160.0	11.0	0.34	1.36
170.0	11.0	0.4	0.55
170.0	15.0	3.13	-2.31
170.0	16.0	3.58	-5.93
180.0	11.0	0.42	-0.3
180.0	15.0	3.14	-1.8
180.0	16.0	3.44	-5.17
190.0	11.0	0.49	-1.14
190.0	15.0	3.13	-1.3
190.0	16.0	3.35	-4.43
200.0	11.0	0.53	-1.97
200.0	15.0	3.09	-0.81
200.0	16.0	3.25	-3.64
210.0	11.0	0.58	-2.8
210.0	15.0	3.09	-0.32
210.0	16.0	3.15	-2.85
220.0	11.0	0.6	-3.7
220.0	15.0	3.11	0.13
220.0	16.0	3.13	-2.04
230.0	11.0	0.74	-4.63
230.0	15.0	3.11	0.62
230.0	16.0	3.0	-1.24
230.0	17.0	1.42	-8.27
240.0	11.0	0.71	-5.59
240.0	15.0	3.13	1.12
240.0	16.0	2.87	-0.36
240.0	17.0	1.55	-7.52
250.0	11.0	0.7	-6.39
250.0	15.0	3.12	1.58
250.0	16.0	2.74	0.34
250.0	17.0	1.66	-6.71
260.0	11.0	0.74	-7.26
260.0	15.0	3.08	2.03
260.0	16.0	2.62	1.08
260.0	17.0	1.86	-5.89
270.0	11.0	0.8	-8.15
270.0	15.0	3.1	2.46
270.0	16.0	2.48	1.83
270.0	17.0	1.93	-5.09
280.0	11.0	0.83	-9.02
280.0	15.0	3.12	2.91
280.0	16.0	2.27	2.56
280.0	17.0	2.0	-4.23
290.0	17.0	2.03	-3.38
300.0	17.0	1.98	-2.53
310.0	17.0	1.95	-1.66
320.0	17.0	1.92	-0.85
330.0	17.0	1.91	-0.02
340.0	17.0	2.03	0.84
350.0	17.0	1.98	1.56
410.0	20.0	1.56	2.44
420.0	20.0	1.49	1.84
430.0	20.0	1.45	1.21
440.0	20.0	1.36	0.57
450.0	20.0	1.29	-0.06
460.0	20.0	1.22	-0.71
470.0	20.0	1.13	-1.34
470.0	23.0	2.24	-7.48
480.0	20.0	1.1	-2.0
480.0	23.0	2.19	-6.74
490.0	20.0	1.05	-2.65
490.0	23.0	2.14	-5.98
500.0	20.0	1.08	-3.32
500.0	23.0	2.17	-5.23
510.0	20.0	1.06	-4.14
510.0	23.0	2.11	-4.41
520.0	20.0	1.04	-4.73
520.0	23.0	2.11	-3.65
530.0	20.0	1.07	-5.4
530.0	23.0	1.95	-2.86
540.0	20.0	1.11	-6.11
540.0	23.0	1.86	-2.09
550.0	20.0	1.26	-6.86
550.0	23.0	1.87	-1.36
560.0	20.0	1.36	-7.58
560.0	23.0	1.86	-0.6
570.0	20.0	1.48	-8.26
570.0	23.0	1.94	0.1
580.0	20.0	1.6	-8.94
580.0	23.0	2.0	0.84
590.0	20.0	1.66	-9.65
590.0	23.0	2.03	1.61
590.0	28.0	0.74	3.69
600.0	23.0	2.23	2.33
600.0	28.0	0.78	3.36
610.0	28.0	0.87	3.03
620.0	28.0	0.92	2.66
630.0	28.0	0.96	2.31
640.0	28.0	1.07	1.96
650.0	28.0	1.11	1.63
660.0	28.0	1.1	1.26
670.0	28.0	1.15	0.91
680.0	28.0	1.2	0.56
690.0	28.0	1.2	0.2
700.0	28.0	1.22	-0.14
710.0	28.0	1.32	-0.53
720.0	28.0	1.34	-0.97
730.0	28.0	1.31	-1.39
740.0	28.0	1.29	-1.88
750.0	28.0	1.2	-2.36
760.0	28.0	1.13	-2.86
770.0	28.0	1.13	-3.41
780.0	28.0	1.09	-3.95
790.0	28.0	1.08	-4.42
800.0	28.0	1.08	-4.94
810.0	28.0	1.04	-5.4
870.0	32.0	2.22	3.7
880.0	32.0	2.16	3.0
890.0	32.0	2.16	2.36
